episode,speaker,line
Big Pink Loser,SpongeBob,almost done
Big Pink Loser,Patrick,hey spongebob guess what i got an award
Big Pink Loser,SpongeBob,that's great patrick what's it for
Big Pink Loser,Patrick,see for yourself
Big Pink Loser,SpongeBob,for outstanding achievement in achievement spongebob squarepants
Big Pink Loser,Patrick,spongebob squarepants that's a funny way to spell my name
Big Pink Loser,SpongeBob,patrick i think the award is for me you must've got it by mistake
Big Pink Loser,Patrick,but it's shiny
Big Pink Loser,SpongeBob,yeah but you know what else is shiny
Big Pink Loser,Patrick,ice cream
Big Pink Loser,SpongeBob,exactly
Big Pink Loser,Patrick,i can find it is it in here
Big Pink Loser,SpongeBob,no don't that's my award closet
Big Pink Loser,Patrick,i want an award
Big Pink Loser,SpongeBob,aww patrick don't cry
Big Pink Loser,SpongeBob,you'll get an award one day
Big Pink Loser,Patrick,i'm never gonna get an award because i haven't done anything
Big Pink Loser,SpongeBob,but you're patrick star you can do anything you want
Big Pink Loser,Patrick,that's easy for you to say you're spongebob
Big Pink Loser,SpongeBob,patrick if you wanna win an award you have to do something
Big Pink Loser,Patrick,hmmm i wanna defeat the giant monkeyman and save the 9th dimension
Big Pink Loser,SpongeBob,me too but that sounds a little hard why don't we start smaller
Big Pink Loser,Patrick,i wanna defeat the little monkeyman and save the 8th dimension
Big Pink Loser,SpongeBob,smaller
Big Pink Loser,Patrick,doctor
Big Pink Loser,SpongeBob,smaller
Big Pink Loser,Patrick,fireman
Big Pink Loser,SpongeBob,the smallest you can think of
Big Pink Loser,Patrick,a job at the krusty krab
Big Pink Loser,SpongeBob,yeah i do things at work all the time
Big Pink Loser,Patrick,then let's go
Big Pink Loser,Patrick,boy it sure was nice of mr krabs to give me a job
Big Pink Loser,SpongeBob,and at 50 dollars an hour too when i started working here i had to pay mr krabs 100 dollars an hour hey squidward guess who just got a job
Big Pink Loser,Squidward,guess who just quit
Big Pink Loser,Patrick,do i get my award yet
Big Pink Loser,SpongeBob,you have to work for it remember
Big Pink Loser,Patrick,tartar sauce
Big Pink Loser,SpongeBob,pick up order
Big Pink Loser,Patrick,do i get my award now
Big Pink Loser,SpongeBob,no you have to take the tray to the customer
Big Pink Loser,Patrick,ok
Big Pink Loser,SpongeBob,almost try again and this time make sure the food gets to the table
Big Pink Loser,Patrick,like that
Big Pink Loser,SpongeBob,nope
Big Pink Loser,Patrick,barnacles
Big Pink Loser,SpongeBob,let's try something different
Big Pink Loser,SpongeBob,all you have to do is answer the phone
Big Pink Loser,Patrick,ai yai captain
Big Pink Loser,Guy On Phone,is this the krusty krab
Big Pink Loser,Patrick,no this is patrick
Big Pink Loser,Girl On Phone,is this the krusty krab
Big Pink Loser,Patrick,no this is patrick
Big Pink Loser,Another Guy On Phone,is this the krusty krab
Big Pink Loser,Patrick,no this is patrick i'm not a krusty krab
Big Pink Loser,SpongeBob,uhh patrick that's the name of the restaurant
Big Pink Loser,Patrick,huh oh fishpaste
Big Pink Loser,SpongeBob,it looks a little dusty around table 3 how about you sweep it out
Big Pink Loser,Patrick,what's the point i can't do anything right
Big Pink Loser,SpongeBob,you'll do fine
Big Pink Loser,Nat,hey pal you just blow in from stupidtown
Big Pink Loser,SpongeBob,keep trying patrick
Big Pink Loser,Delivery Guy,i've got a load of awards for spongebob squarepants
Big Pink Loser,Patrick,why can't i do anything right
Big Pink Loser,SpongeBob,kitchen
Big Pink Loser,Patrick,i'm never going to get an award now
Big Pink Loser,SpongeBob,don't give up patrick this time i've got something i know you can do we're gonna open a jar easy now you try first get a jar patrick that's a pickle
Big Pink Loser,Patrick,yes
Big Pink Loser,SpongeBob,you need a jar no no no try this now take the lid off the jar just relax lift your hand great we're almost there now put it on the lid no the lid freeze almost there now head for the lid cold warmer warmer warmer you're hot you're on fire
Big Pink Loser,Patrick,ow it burns
Big Pink Loser,SpongeBob,ok ok wait wait do exactly as i do exactly as i do exactly exactly exactly
Big Pink Loser,Patrick,exactly as you do oh no i broke it
Big Pink Loser,SpongeBob,no no patrick you did it
Big Pink Loser,Patrick,i did touchdown i'm jarmaster
Big Pink Loser,SpongeBob,that was great patrick you really got the hang of it
Big Pink Loser,Patrick,yeah remember when i had my up and i put it on the lid
Big Pink Loser,SpongeBob,oh yeah
Big Pink Loser,Patrick,then i took the lid off and i thought i broke it
Big Pink Loser,SpongeBob,yeah
Big Pink Loser,Patrick,but i didn't i opened the jar with my hand and it was all because you showed me how to do it i'm never gonna forget this
Big Pink Loser,SpongeBob,patrick you do exactly what i do and you'll have an award in no time i'm ready i'm ready i'm ready i'm ready
Big Pink Loser,Patrick,good morning spongebob
Big Pink Loser,SpongeBob,wow it's amazing how a simple change of clothes can make a guy look just like me
Big Pink Loser,Patrick,yup if i'm gonna be an award winner i've gotta dress like one
Big Pink Loser,SpongeBob,that's creepy but flattering i'm ready i'm ready i'm ready huh
Big Pink Loser,SpongeBob,well back to the ol' grind
Big Pink Loser,Patrick,well back to the ol' grind
Big Pink Loser,SpongeBob,forget my hat
Big Pink Loser,Patrick,uhh me too
Big Pink Loser,SpongeBob,
Big Pink Loser,SpongeBob and Patrick,whew
Big Pink Loser,SpongeBob,dropped my spatula
Big Pink Loser,Patrick,uhh me too ow
Big Pink Loser,SpongeBob,aha you're copying me
Big Pink Loser,Patrick,yes
Big Pink Loser,SpongeBob,why are you doing that
Big Pink Loser,Patrick,so i can win an award like you
Big Pink Loser,SpongeBob,well it's annoying so stop it
Big Pink Loser,Patrick,stop it
Big Pink Loser,SpongeBob,say you're good
Big Pink Loser,Patrick,thanks
Big Pink Loser,SpongeBob and Patrick,ha darn mary had a little lamb whose fleece was white as pickled fish lips sea weavle gorgy smorgy
Big Pink Loser,SpongeBob,at least i'm safe inside my mind
Big Pink Loser,Patrick,at least i'm safe inside my mind
Big Pink Loser,SpongeBob and Patrick,
Big Pink Loser,SpongeBob,stop copying me
Big Pink Loser,Patrick,there's no award for that
Big Pink Loser,Squidward,well i guess it's safe to go in now
Big Pink Loser,SpongeBob,patrick how long are you going to keep this up
Big Pink Loser,Patrick,until i have as many awards as you
Big Pink Loser,SpongeBob,we'll see about that
Big Pink Loser,Patrick,no we won't
Big Pink Loser,SpongeBob,i'm the jump-rope champion of bikini bottom
Big Pink Loser,Patrick,me too
Big Pink Loser,SpongeBob,oh yeah i call this one the slice n' dice ha not a scratch on me
Big Pink Loser,Patrick,oh no you don't
Big Pink Loser,SpongeBob,not much fun being me now huh patrick
Big Pink Loser,Patrick,are you kidding i used to do this way before i started copying you
Big Pink Loser,Patrick,my turn
Big Pink Loser,SpongeBob,i wish i had the old patrick back but he just wants to be like me hi i'm patrick star i'm the laziest pinkest starfish in bikini bottom and i wish i were me and not spongebob
Big Pink Loser,Patrick,what's so great about being a big pink loser exactly i was never closer to an award then the minute i started copying you
Big Pink Loser,SpongeBob,but patrick
Big Pink Loser,Patrick,patrick's not here
Big Pink Loser,Delivery Guy,trophy delivery
Big Pink Loser,SpongeBob,another trophy
Big Pink Loser,Patrick,oh great what's it for this time
Big Pink Loser,SpongeBob,'for doing absolutely nothing longer than anyone else'
Big Pink Loser,Patrick,yay eee
Big Pink Loser,SpongeBob,so what are you going to do now
Big Pink Loser,Patrick,i'm gonna go protect my title
Big Pink Loser,Narrator,so you thought i was kidding huh no in bikini bottom excellence can be found even under a rock
Bubble Buddy,Narrator,every day is a holiday for spongebob even if he has to make one up
Bubble Buddy,SpongeBob,hey everybody it's leif ericcson day hinga-dinga-durgin ahoy patrick it's leif ericcson day there's a note
Bubble Buddy,Patrick,spongebob went to get more giant paper uhhhh patrick p s happy leif ericcson day yingin-hinga- dinga
Bubble Buddy,SpongeBob,aww so much for that maybe sandy will play with me another note
Bubble Buddy,Sandy,spongebob went south for the winter love sandy
Bubble Buddy,SpongeBob,i don't get it the water's fine hey squidward want to play
Bubble Buddy,Squidward,no
Bubble Buddy,SpongeBob,are you sure
Bubble Buddy,Squidward,yes
Bubble Buddy,SpongeBob,darn i wish i had a buddy to play with i know i'll make one stick buddy nah rock buddy nope sink buddy almost i've got it bubble buddy this is great i can't wait for you to meet squidward and mr krabs don't be shy come on
Bubble Buddy,Squidward,please come again when i'm not working next
Bubble Buddy,SpongeBob,hi squidward
Bubble Buddy,Squidward,how am i supposed to enjoy your day off if you come to work anyway
Bubble Buddy,SpongeBob,i want you to meet my new friend bubble buddy
Bubble Buddy,Squidward,this bubble is your friend well he's handsome i'll give him that what'll it be
Bubble Buddy,SpongeBob,oh i'm not hungry
Bubble Buddy,Squidward,well thanks for stopping by
Bubble Buddy,SpongeBob,wait you haven't taken bubble buddy's order yet
Bubble Buddy,Squidward,why would i do that
Bubble Buddy,SpongeBob,he's hungry
Bubble Buddy,Squidward,he's an inanimate object his money's no good here
Bubble Buddy,Mr. Krabs,what are you saying mr squidward everyone's money is good here at the krusty krab we serves all kinds
Bubble Buddy,Squidward,i'm not taking an order for a bubble
Bubble Buddy,Mr. Krabs,sure you are or i'll fill your life with misery and woe even if you quit
Bubble Buddy,Squidward,may i take your order
Bubble Buddy,SpongeBob,wait bubble buddy let me decide for you hmmm krabby patty double patty patty krabby junior junior jumbo small patty junior senior sophomore patty quarter ouncer double pounder ohh it's all so good he'll just take one of everything
Bubble Buddy,Mr. Krabs,one of everything whoopee i love bubble buddy squidward show our best customer to his table
Bubble Buddy,SpongeBob,bubble buddy's thirsty
Bubble Buddy,Squidward,how about a glass of our finest shampoo
Bubble Buddy,SpongeBob,sounds great
Bubble Buddy,Squidward,here's your hair care product sir
Bubble Buddy,SpongeBob,uhh bubble buddy likes bendy straws huh what's that bubble buddy says it tastes funny what do you think
Bubble Buddy,Squidward,mr krabs
Bubble Buddy,Mr. Krabs,think of the customer
Bubble Buddy,Squidward,oh silly me i got the diet shampoo here we go one of everything for bubble buddy
